difficulty,rank,family,items,packages,enchantment,present,prevalence,medianPresent,medianAll,min,max
MYTHIC,MINIBOSS,MACES,2,2,DENSITY,1,0.5,5,2.5,5,5
MYTHIC,MINIBOSS,MACES,2,2,KNOCKBACK,2,1.0,3.0,3.0,3,3
MYTHIC,MINIBOSS,MACES,2,2,SHARPNESS,1,0.5,9,4.5,9,9
MYTHIC,MINIBOSS,MACES,2,2,UNBREAKING,2,1.0,5.0,5.0,4,6
MYTHIC,MINIBOSS,MACES,2,2,WIND_BURST,1,0.5,2,1.0,2,2
MYTHIC,MINIBOSS,SHIELDS,6,2,BLAST_PROTECTION,2,0.3333,4.0,0.0,4,4
MYTHIC,MINIBOSS,SHIELDS,6,2,LOUD_STRIKES,5,0.8333,2,2.0,1,3
MYTHIC,MINIBOSS,SHIELDS,6,2,MENDING,1,0.1667,2,0.0,2,2
MYTHIC,MINIBOSS,SHIELDS,6,2,PROJECTILE_PROTECTION,3,0.5,5,2.5,5,7
MYTHIC,MINIBOSS,SHIELDS,6,2,PROTECTION,5,0.8333,7,7.0,4,8
MYTHIC,MINIBOSS,SHIELDS,6,2,SHARPNESS,1,0.1667,4,0.0,4,4
MYTHIC,MINIBOSS,SHIELDS,6,2,UNBREAKING,3,0.5,3,1.5,3,7
MYTHIC,MINIBOSS,SPEARS,1,1,IMPALING,1,1.0,6,6,6,6
MYTHIC,MINIBOSS,SPEARS,1,1,SHARPNESS,1,1.0,8,8,8,8
MYTHIC,MINIBOSS,SPEARS,1,1,UNBREAKING,1,1.0,6,6,6,6
MYTHIC,MINIBOSS,SWORDS,9,4,BANE_OF_ARTHROPODS,1,0.1111,4,0,4,4
MYTHIC,MINIBOSS,SWORDS,9,4,FIRE_ASPECT,4,0.4444,2.0,0,2,2
MYTHIC,MINIBOSS,SWORDS,9,4,LOUD_STRIKES,2,0.2222,2.0,0,1,3
MYTHIC,MINIBOSS,SWORDS,9,4,MENDING,1,0.1111,1,0,1,1
MYTHIC,MINIBOSS,SWORDS,9,4,PROJECTILE_PROTECTION,1,0.1111,6,0,6,6
MYTHIC,MINIBOSS,SWORDS,9,4,PROTECTION,1,0.1111,10,0,10,10
MYTHIC,MINIBOSS,SWORDS,9,4,SHARPNESS,9,1.0,4,4,3,7
MYTHIC,MINIBOSS,SWORDS,9,4,SMITE,4,0.4444,5.0,0,1,7
MYTHIC,MINIBOSS,SWORDS,9,4,SWEEPING_EDGE,2,0.2222,2.0,0,2,2
MYTHIC,MINIBOSS,SWORDS,9,4,UNBREAKING,4,0.4444,3.5,0,2,6
MYTHIC,MINIBOSS,TRIDENTS,5,3,CHANNELING,2,0.4,4.0,0,2,6
MYTHIC,MINIBOSS,TRIDENTS,5,3,FIRE_PROTECTION,1,0.2,4,0,4,4
MYTHIC,MINIBOSS,TRIDENTS,5,3,IMPALING,3,0.6,6,5,5,8
MYTHIC,MINIBOSS,TRIDENTS,5,3,LOUD_STRIKES,1,0.2,3,0,3,3
MYTHIC,MINIBOSS,TRIDENTS,5,3,LOYALTY,5,1.0,4,4,2,8
MYTHIC,MINIBOSS,TRIDENTS,5,3,RIPTIDE,2,0.4,3.5,0,3,4
MYTHIC,MINIBOSS,TRIDENTS,5,3,SHARPNESS,1,0.2,4,0,4,4
MYTHIC,MINIBOSS,TRIDENTS,5,3,UNBREAKING,3,0.6,5,3,3,5
MYTHIC,TRASH,AXES,4,2,BANE_OF_ARTHROPODS,2,0.5,4.5,1.5,3,6
MYTHIC,TRASH,AXES,4,2,PROTECTION,1,0.25,3,0.0,3,3
MYTHIC,TRASH,AXES,4,2,SHARPNESS,4,1.0,5.0,5.0,4,5
MYTHIC,TRASH,AXES,4,2,SMITE,1,0.25,4,0.0,4,4
MYTHIC,TRASH,AXES,4,2,UNBREAKING,1,0.25,3,0.0,3,3
MYTHIC,TRASH,BOOTS,23,6,BANE_OF_ARTHROPODS,1,0.0435,5,0,5,5
MYTHIC,TRASH,BOOTS,23,6,BLAST_PROTECTION,1,0.0435,3,0,3,3
MYTHIC,TRASH,BOOTS,23,6,FEATHER_FALLING,2,0.087,4.0,0,3,5
MYTHIC,TRASH,BOOTS,23,6,FIRE_PROTECTION,1,0.0435,2,0,2,2
MYTHIC,TRASH,BOOTS,23,6,FROST_WALKER,3,0.1304,3,0,3,3
MYTHIC,TRASH,BOOTS,23,6,LOUD_STRIKES,5,0.2174,3,0,3,3
MYTHIC,TRASH,BOOTS,23,6,PROJECTILE_PROTECTION,6,0.2609,3.5,0,2,5
MYTHIC,TRASH,BOOTS,23,6,PROTECTION,19,0.8261,3,3,1,5
MYTHIC,TRASH,BOOTS,23,6,SHARPNESS,10,0.4348,4.0,0,1,7
MYTHIC,TRASH,BOOTS,23,6,SMITE,1,0.0435,4,0,4,4
MYTHIC,TRASH,BOOTS,23,6,THORNS,1,0.0435,3,0,3,3
MYTHIC,TRASH,BOOTS,23,6,UNBREAKING,7,0.3043,3,0,2,5
MYTHIC,TRASH,BOOTS,23,6,VANISHING_CURSE,1,0.0435,3,0,3,3
MYTHIC,TRASH,BOWS,9,4,FLAME,3,0.3333,2,0,2,2
MYTHIC,TRASH,BOWS,9,4,INFINITY,2,0.2222,2.0,0,1,3
MYTHIC,TRASH,BOWS,9,4,LOUD_STRIKES,1,0.1111,3,0,3,3
MYTHIC,TRASH,BOWS,9,4,POWER,5,0.5556,4,3,3,4
MYTHIC,TRASH,BOWS,9,4,PROTECTION,1,0.1111,3,0,3,3
MYTHIC,TRASH,BOWS,9,4,SHARPNESS,3,0.3333,5,0,3,5
MYTHIC,TRASH,BOWS,9,4,SMITE,2,0.2222,3.5,0,3,4
MYTHIC,TRASH,BOWS,9,4,UNBREAKING,5,0.5556,3,2,2,5
MYTHIC,TRASH,CHESTPLATES,22,6,BANE_OF_ARTHROPODS,1,0.0455,3,0.0,3,3
MYTHIC,TRASH,CHESTPLATES,22,6,BLAST_PROTECTION,3,0.1364,3,0.0,2,4
MYTHIC,TRASH,CHESTPLATES,22,6,FIRE_PROTECTION,4,0.1818,2.5,0.0,2,5
MYTHIC,TRASH,CHESTPLATES,22,6,LOUD_STRIKES,5,0.2273,3,0.0,3,3
MYTHIC,TRASH,CHESTPLATES,22,6,PROJECTILE_PROTECTION,5,0.2273,3,0.0,2,5
MYTHIC,TRASH,CHESTPLATES,22,6,PROTECTION,17,0.7727,4,3.0,1,7
MYTHIC,TRASH,CHESTPLATES,22,6,SHARPNESS,10,0.4545,4.0,0.0,1,5
MYTHIC,TRASH,CHESTPLATES,22,6,SMITE,3,0.1364,7,0.0,5,7
MYTHIC,TRASH,CHESTPLATES,22,6,THORNS,1,0.0455,3,0.0,3,3
MYTHIC,TRASH,CHESTPLATES,22,6,UNBREAKING,7,0.3182,3,0.0,2,6
MYTHIC,TRASH,CROSSBOWS,2,1,LOUD_STRIKES,2,1.0,3.0,3.0,3,3
MYTHIC,TRASH,CROSSBOWS,2,1,PIERCING,1,0.5,3,1.5,3,3
MYTHIC,TRASH,CROSSBOWS,2,1,PROTECTION,2,1.0,4.5,4.5,4,5
MYTHIC,TRASH,CROSSBOWS,2,1,UNBREAKING,1,0.5,7,3.5,7,7
MYTHIC,TRASH,HELMETS,22,6,BLAST_PROTECTION,3,0.1364,4,0.0,3,5
MYTHIC,TRASH,HELMETS,22,6,FIRE_PROTECTION,1,0.0455,2,0.0,2,2
MYTHIC,TRASH,HELMETS,22,6,LOUD_STRIKES,6,0.2727,3.0,0.0,3,3
MYTHIC,TRASH,HELMETS,22,6,PROJECTILE_PROTECTION,6,0.2727,3.0,0.0,3,7
MYTHIC,TRASH,HELMETS,22,6,PROTECTION,18,0.8182,3.0,3.0,1,5
MYTHIC,TRASH,HELMETS,22,6,RESPIRATION,1,0.0455,3,0.0,3,3
MYTHIC,TRASH,HELMETS,22,6,SHARPNESS,10,0.4545,4.5,0.0,1,5
MYTHIC,TRASH,HELMETS,22,6,SMITE,2,0.0909,5.0,0.0,3,7
MYTHIC,TRASH,HELMETS,22,6,THORNS,1,0.0455,3,0.0,3,3
MYTHIC,TRASH,HELMETS,22,6,UNBREAKING,7,0.3182,3,0.0,3,6
MYTHIC,TRASH,HOES,1,1,MENDING,1,1.0,2,2,2,2
MYTHIC,TRASH,HOES,1,1,UNBREAKING,1,1.0,6,6,6,6
MYTHIC,TRASH,LEGGINGS,23,6,BANE_OF_ARTHROPODS,1,0.0435,5,0,5,5
MYTHIC,TRASH,LEGGINGS,23,6,BLAST_PROTECTION,6,0.2609,4.5,0,2,7
MYTHIC,TRASH,LEGGINGS,23,6,DEPTH_STRIDER,1,0.0435,3,0,3,3
MYTHIC,TRASH,LEGGINGS,23,6,FEATHER_FALLING,1,0.0435,4,0,4,4
MYTHIC,TRASH,LEGGINGS,23,6,FIRE_PROTECTION,2,0.087,4.0,0,2,6
MYTHIC,TRASH,LEGGINGS,23,6,LOUD_STRIKES,8,0.3478,3.0,0,3,3
MYTHIC,TRASH,LEGGINGS,23,6,PROJECTILE_PROTECTION,7,0.3043,4,0,2,6
MYTHIC,TRASH,LEGGINGS,23,6,PROTECTION,19,0.8261,4,4,1,7
MYTHIC,TRASH,LEGGINGS,23,6,SHARPNESS,8,0.3478,3.5,0,1,5
MYTHIC,TRASH,LEGGINGS,23,6,SMITE,1,0.0435,3,0,3,3
MYTHIC,TRASH,LEGGINGS,23,6,THORNS,1,0.0435,3,0,3,3
MYTHIC,TRASH,LEGGINGS,23,6,UNBREAKING,7,0.3043,3,0,3,6
MYTHIC,TRASH,SHIELDS,8,4,BLAST_PROTECTION,1,0.125,3,0.0,3,3
MYTHIC,TRASH,SHIELDS,8,4,LOUD_STRIKES,6,0.75,3.0,2.0,1,3
MYTHIC,TRASH,SHIELDS,8,4,MENDING,1,0.125,2,0.0,2,2
MYTHIC,TRASH,SHIELDS,8,4,PROJECTILE_PROTECTION,2,0.25,3.5,0.0,3,4
MYTHIC,TRASH,SHIELDS,8,4,PROTECTION,6,0.75,4.0,3.5,3,5
MYTHIC,TRASH,SHIELDS,8,4,SHARPNESS,1,0.125,1,0.0,1,1
MYTHIC,TRASH,SHIELDS,8,4,UNBREAKING,4,0.5,3.5,1.5,3,7
MYTHIC,TRASH,SWORDS,13,5,BANE_OF_ARTHROPODS,1,0.0769,1,0,1,1
MYTHIC,TRASH,SWORDS,13,5,FIRE_ASPECT,3,0.2308,2,0,2,2
MYTHIC,TRASH,SWORDS,13,5,LOUD_STRIKES,1,0.0769,1,0,1,1
MYTHIC,TRASH,SWORDS,13,5,PROTECTION,2,0.1538,2.0,0,1,3
MYTHIC,TRASH,SWORDS,13,5,SHARPNESS,13,1.0,4,4,3,7
MYTHIC,TRASH,SWORDS,13,5,SMITE,5,0.3846,3,0,1,4
MYTHIC,TRASH,SWORDS,13,5,SWEEPING_EDGE,3,0.2308,2,0,2,4
MYTHIC,TRASH,SWORDS,13,5,UNBREAKING,5,0.3846,3,0,3,6
NEUTRAL,BOSS,AXES,9,9,AQUA_AFFINITY,1,0.1111,5,0,5,5
NEUTRAL,BOSS,AXES,9,9,BANE_OF_ARTHROPODS,2,0.2222,2.0,0,1,3
NEUTRAL,BOSS,AXES,9,9,CRITICAL_STRIKES,1,0.1111,3,0,3,3
NEUTRAL,BOSS,AXES,9,9,EFFICIENCY,1,0.1111,5,0,5,5
NEUTRAL,BOSS,AXES,9,9,FIRE_ASPECT,4,0.4444,2.0,0,1,4
NEUTRAL,BOSS,AXES,9,9,KNOCKBACK,3,0.3333,3,0,3,4
NEUTRAL,BOSS,AXES,9,9,LIGHTNING,1,0.1111,1,0,1,1
NEUTRAL,BOSS,AXES,9,9,LOOTING,2,0.2222,4.0,0,3,5
NEUTRAL,BOSS,AXES,9,9,SHARPNESS,9,1.0,5,5,3,10
NEUTRAL,BOSS,AXES,9,9,SMITE,5,0.5556,3,1,1,5
NEUTRAL,BOSS,AXES,9,9,SWEEPING_EDGE,3,0.3333,1,0,1,3
NEUTRAL,BOSS,AXES,9,9,UNBREAKING,7,0.7778,3,3,1,5
NEUTRAL,BOSS,AXES,9,9,VANISHING_CURSE,1,0.1111,1,0,1,1
NEUTRAL,BOSS,BOOTS,17,10,BLAST_PROTECTION,3,0.1765,1,0,1,1
NEUTRAL,BOSS,BOOTS,17,10,DEPTH_STRIDER,2,0.1176,2.5,0,2,3
NEUTRAL,BOSS,BOOTS,17,10,FEATHER_FALLING,5,0.2941,4,0,3,5
NEUTRAL,BOSS,BOOTS,17,10,FIRE_PROTECTION,1,0.0588,5,0,5,5
NEUTRAL,BOSS,BOOTS,17,10,FROST_WALKER,2,0.1176,2.5,0,2,3
NEUTRAL,BOSS,BOOTS,17,10,MENDING,1,0.0588,1,0,1,1
NEUTRAL,BOSS,BOOTS,17,10,PLASMA_BOOTS,1,0.0588,3,0,3,3
NEUTRAL,BOSS,BOOTS,17,10,PROJECTILE_PROTECTION,7,0.4118,2,0,1,5
NEUTRAL,BOSS,BOOTS,17,10,PROTECTION,13,0.7647,4,3,2,6
NEUTRAL,BOSS,BOOTS,17,10,THORNS,1,0.0588,1,0,1,1
NEUTRAL,BOSS,BOOTS,17,10,UNBREAKING,14,0.8235,3.0,3,1,5
NEUTRAL,BOSS,BOOTS,17,10,VANISHING_CURSE,5,0.2941,1,0,1,1
NEUTRAL,BOSS,BOWS,11,9,FLAME,4,0.3636,2.0,0,1,5
NEUTRAL,BOSS,BOWS,11,9,INFINITY,10,0.9091,1.0,1,1,2
NEUTRAL,BOSS,BOWS,11,9,LIGHTNING,1,0.0909,3,0,3,3
NEUTRAL,BOSS,BOWS,11,9,LOOTING,1,0.0909,2,0,2,2
NEUTRAL,BOSS,BOWS,11,9,MENDING,1,0.0909,1,0,1,1
NEUTRAL,BOSS,BOWS,11,9,POWER,11,1.0,5,5,1,10
NEUTRAL,BOSS,BOWS,11,9,PUNCH,5,0.4545,2,0,1,3
NEUTRAL,BOSS,BOWS,11,9,UNBREAKING,8,0.7273,3.0,3,1,5
NEUTRAL,BOSS,BOWS,11,9,VANISHING_CURSE,3,0.2727,1,0,1,1
NEUTRAL,BOSS,CHESTPLATES,17,10,BLAST_PROTECTION,3,0.1765,1,0,1,1
NEUTRAL,BOSS,CHESTPLATES,17,10,FIRE_PROTECTION,5,0.2941,4,0,1,5
NEUTRAL,BOSS,CHESTPLATES,17,10,MENDING,1,0.0588,1,0,1,1
NEUTRAL,BOSS,CHESTPLATES,17,10,PROJECTILE_PROTECTION,7,0.4118,2,0,1,5
NEUTRAL,BOSS,CHESTPLATES,17,10,PROTECTION,14,0.8235,4.0,4,2,6
NEUTRAL,BOSS,CHESTPLATES,17,10,THORNS,4,0.2353,1.5,0,1,4
NEUTRAL,BOSS,CHESTPLATES,17,10,UNBREAKING,13,0.7647,3,3,1,5
NEUTRAL,BOSS,CHESTPLATES,17,10,VANISHING_CURSE,5,0.2941,1,0,1,1
NEUTRAL,BOSS,CROSSBOWS,10,10,MENDING,2,0.2,1.0,0.0,1,1
NEUTRAL,BOSS,CROSSBOWS,10,10,MULTISHOT,4,0.4,1.0,0.0,1,3
NEUTRAL,BOSS,CROSSBOWS,10,10,PIERCING,8,0.8,4.0,4.0,1,5
NEUTRAL,BOSS,CROSSBOWS,10,10,PUNCH,1,0.1,3,0.0,3,3
NEUTRAL,BOSS,CROSSBOWS,10,10,QUICK_CHARGE,9,0.9,3,3.0,2,5
NEUTRAL,BOSS,CROSSBOWS,10,10,SHARPNESS,1,0.1,5,0.0,5,5
NEUTRAL,BOSS,CROSSBOWS,10,10,UNBREAKING,9,0.9,3,3.0,1,5
NEUTRAL,BOSS,HELMETS,21,10,AQUA_AFFINITY,2,0.0952,1.0,0,1,1
NEUTRAL,BOSS,HELMETS,21,10,BANE_OF_ARTHROPODS,2,0.0952,1.0,0,1,1
NEUTRAL,BOSS,HELMETS,21,10,BLAST_PROTECTION,4,0.1905,1.0,0,1,4
NEUTRAL,BOSS,HELMETS,21,10,FEATHER_FALLING,1,0.0476,1,0,1,1
NEUTRAL,BOSS,HELMETS,21,10,FIRE_PROTECTION,2,0.0952,5.0,0,5,5
NEUTRAL,BOSS,HELMETS,21,10,MENDING,1,0.0476,1,0,1,1
NEUTRAL,BOSS,HELMETS,21,10,PROJECTILE_PROTECTION,7,0.3333,3,0,1,5
NEUTRAL,BOSS,HELMETS,21,10,PROTECTION,15,0.7143,4,3,2,6
NEUTRAL,BOSS,HELMETS,21,10,RESPIRATION,5,0.2381,3,0,3,3
NEUTRAL,BOSS,HELMETS,21,10,SHARPNESS,2,0.0952,3.0,0,3,3
NEUTRAL,BOSS,HELMETS,21,10,SMITE,2,0.0952,1.0,0,1,1
NEUTRAL,BOSS,HELMETS,21,10,THORNS,2,0.0952,1.0,0,1,1
NEUTRAL,BOSS,HELMETS,21,10,UNBREAKING,14,0.6667,3.0,2,1,5
NEUTRAL,BOSS,HELMETS,21,10,VANISHING_CURSE,4,0.1905,1.0,0,1,1
NEUTRAL,BOSS,HOES,6,6,EFFICIENCY,1,0.1667,5,0.0,5,5
NEUTRAL,BOSS,HOES,6,6,LUCK_OF_THE_SEA,1,0.1667,3,0.0,3,3
NEUTRAL,BOSS,HOES,6,6,MENDING,3,0.5,1,0.5,1,1
NEUTRAL,BOSS,HOES,6,6,SHARPNESS,5,0.8333,4,3.5,3,5
NEUTRAL,BOSS,HOES,6,6,SMITE,2,0.3333,3.5,0.0,3,4
NEUTRAL,BOSS,HOES,6,6,SWEEPING_EDGE,5,0.8333,2,2.0,1,3
NEUTRAL,BOSS,HOES,6,6,UNBREAKING,4,0.6667,3.0,2.0,1,6
NEUTRAL,BOSS,LEGGINGS,16,10,BLAST_PROTECTION,3,0.1875,1,0.0,1,3
NEUTRAL,BOSS,LEGGINGS,16,10,FEATHER_FALLING,3,0.1875,3,0.0,2,3
NEUTRAL,BOSS,LEGGINGS,16,10,FIRE_PROTECTION,1,0.0625,5,0.0,5,5
NEUTRAL,BOSS,LEGGINGS,16,10,MENDING,1,0.0625,1,0.0,1,1
NEUTRAL,BOSS,LEGGINGS,16,10,PROJECTILE_PROTECTION,6,0.375,3.0,0.0,1,5
NEUTRAL,BOSS,LEGGINGS,16,10,PROTECTION,12,0.75,4.0,4.0,2,7
NEUTRAL,BOSS,LEGGINGS,16,10,THORNS,2,0.125,2.5,0.0,1,4
NEUTRAL,BOSS,LEGGINGS,16,10,UNBREAKING,14,0.875,3.0,3.0,1,5
NEUTRAL,BOSS,LEGGINGS,16,10,VANISHING_CURSE,5,0.3125,1,0.0,1,1
NEUTRAL,BOSS,MACES,12,12,FIRE_ASPECT,3,0.25,2,0.0,1,3
NEUTRAL,BOSS,MACES,12,12,KNOCKBACK,12,1.0,2.0,2.0,2,5
NEUTRAL,BOSS,MACES,12,12,LIGHTNING,1,0.0833,1,0.0,1,1
NEUTRAL,BOSS,MACES,12,12,LOOTING,1,0.0833,2,0.0,2,2
NEUTRAL,BOSS,MACES,12,12,MENDING,2,0.1667,1.0,0.0,1,1
NEUTRAL,BOSS,MACES,12,12,SHARPNESS,12,1.0,5.0,5.0,3,10
NEUTRAL,BOSS,MACES,12,12,SMITE,2,0.1667,3.5,0.0,3,4
NEUTRAL,BOSS,MACES,12,12,UNBREAKING,9,0.75,3,3.0,1,5
NEUTRAL,BOSS,SHIELDS,5,5,LOUD_STRIKES,1,0.2,1,0,1,1
NEUTRAL,BOSS,SHIELDS,5,5,MENDING,2,0.4,1.0,0,1,1
NEUTRAL,BOSS,SHIELDS,5,5,PROJECTILE_PROTECTION,1,0.2,3,0,3,3
NEUTRAL,BOSS,SHIELDS,5,5,PROTECTION,2,0.4,5.0,0,5,5
NEUTRAL,BOSS,SHIELDS,5,5,UNBREAKING,5,1.0,3,3,1,5
NEUTRAL,BOSS,SPEARS,15,11,FIRE_ASPECT,1,0.0667,4,0,4,4
NEUTRAL,BOSS,SPEARS,15,11,IMPALING,15,1.0,4,4,2,6
NEUTRAL,BOSS,SPEARS,15,11,LOYALTY,1,0.0667,2,0,2,2
NEUTRAL,BOSS,SPEARS,15,11,MENDING,2,0.1333,1.0,0,1,1
NEUTRAL,BOSS,SPEARS,15,11,PIERCING,12,0.8,3.0,2,1,4
NEUTRAL,BOSS,SPEARS,15,11,SHARPNESS,14,0.9333,4.0,4,3,10
NEUTRAL,BOSS,SPEARS,15,11,SMITE,1,0.0667,5,0,5,5
NEUTRAL,BOSS,SPEARS,15,11,UNBREAKING,12,0.8,3.0,3,1,5
NEUTRAL,BOSS,SWORDS,15,11,BANE_OF_ARTHROPODS,2,0.1333,2.0,0,2,2
NEUTRAL,BOSS,SWORDS,15,11,CRITICAL_STRIKES,1,0.0667,3,0,3,3
NEUTRAL,BOSS,SWORDS,15,11,FIRE_ASPECT,5,0.3333,2,0,2,4
NEUTRAL,BOSS,SWORDS,15,11,HUNTER,1,0.0667,5,0,5,5
NEUTRAL,BOSS,SWORDS,15,11,IMPALING,2,0.1333,1.0,0,1,1
NEUTRAL,BOSS,SWORDS,15,11,KNOCKBACK,3,0.2,3,0,3,6
NEUTRAL,BOSS,SWORDS,15,11,LOOTING,1,0.0667,3,0,3,3
NEUTRAL,BOSS,SWORDS,15,11,MENDING,2,0.1333,1.0,0,1,1
NEUTRAL,BOSS,SWORDS,15,11,SHARPNESS,15,1.0,5,5,2,10
NEUTRAL,BOSS,SWORDS,15,11,SMITE,6,0.4,3.0,0,2,5
NEUTRAL,BOSS,SWORDS,15,11,SWEEPING_EDGE,7,0.4667,3,0,1,3
NEUTRAL,BOSS,SWORDS,15,11,UNBREAKING,10,0.6667,3.0,3,2,5
NEUTRAL,BOSS,SWORDS,15,11,VANISHING_CURSE,3,0.2,1,0,1,2
NEUTRAL,BOSS,TRIDENTS,6,5,CHANNELING,1,0.1667,3,0.0,3,3
NEUTRAL,BOSS,TRIDENTS,6,5,IMPALING,4,0.6667,3.5,1.5,1,5
NEUTRAL,BOSS,TRIDENTS,6,5,LOUD_STRIKES,1,0.1667,1,0.0,1,1
NEUTRAL,BOSS,TRIDENTS,6,5,LOYALTY,6,1.0,2.0,2.0,1,4
NEUTRAL,BOSS,TRIDENTS,6,5,PROTECTION,1,0.1667,5,0.0,5,5
NEUTRAL,BOSS,TRIDENTS,6,5,RIPTIDE,1,0.1667,3,0.0,3,3
NEUTRAL,BOSS,TRIDENTS,6,5,SHARPNESS,4,0.6667,5.0,3.5,2,5
NEUTRAL,BOSS,TRIDENTS,6,5,UNBREAKING,3,0.5,3,0.5,1,3
NEUTRAL,MINIBOSS,AXES,15,3,FIRE_ASPECT,2,0.1333,2.0,0,2,2
NEUTRAL,MINIBOSS,AXES,15,3,KNOCKBACK,2,0.1333,3.0,0,3,3
NEUTRAL,MINIBOSS,AXES,15,3,LIGHTNING,2,0.1333,2.0,0,2,2
NEUTRAL,MINIBOSS,AXES,15,3,LOOTING,2,0.1333,2.5,0,2,3
NEUTRAL,MINIBOSS,AXES,15,3,SHARPNESS,15,1.0,5,5,3,6
NEUTRAL,MINIBOSS,AXES,15,3,SMITE,1,0.0667,2,0,2,2
NEUTRAL,MINIBOSS,AXES,15,3,SWEEPING_EDGE,5,0.3333,3,0,3,3
NEUTRAL,MINIBOSS,AXES,15,3,UNBREAKING,14,0.9333,3.0,3,2,4
NEUTRAL,MINIBOSS,AXES,15,3,VANISHING_CURSE,4,0.2667,1.0,0,1,1
NEUTRAL,MINIBOSS,BOOTS,43,10,BINDING_CURSE,1,0.0233,1,0,1,1
NEUTRAL,MINIBOSS,BOOTS,43,10,BLAST_PROTECTION,5,0.1163,1,0,1,4
NEUTRAL,MINIBOSS,BOOTS,43,10,DEPTH_STRIDER,1,0.0233,3,0,3,3
NEUTRAL,MINIBOSS,BOOTS,43,10,EARTHQUAKE,3,0.0698,1,0,1,2
NEUTRAL,MINIBOSS,BOOTS,43,10,FEATHER_FALLING,19,0.4419,4,0,3,5
NEUTRAL,MINIBOSS,BOOTS,43,10,FIRE_PROTECTION,8,0.186,4.0,0,1,5
NEUTRAL,MINIBOSS,BOOTS,43,10,FROST_WALKER,3,0.0698,2,0,2,2
NEUTRAL,MINIBOSS,BOOTS,43,10,MENDING,3,0.0698,1,0,1,1
NEUTRAL,MINIBOSS,BOOTS,43,10,PLASMA_BOOTS,2,0.0465,2.0,0,1,3
NEUTRAL,MINIBOSS,BOOTS,43,10,POWER,1,0.0233,2,0,2,2
NEUTRAL,MINIBOSS,BOOTS,43,10,PROJECTILE_PROTECTION,5,0.1163,1,0,1,2
NEUTRAL,MINIBOSS,BOOTS,43,10,PROTECTION,33,0.7674,4,3,2,7
NEUTRAL,MINIBOSS,BOOTS,43,10,SOUL_SPEED,2,0.0465,3.0,0,3,3
NEUTRAL,MINIBOSS,BOOTS,43,10,THORNS,1,0.0233,3,0,3,3
NEUTRAL,MINIBOSS,BOOTS,43,10,UNBREAKING,34,0.7907,3.0,3,1,5
NEUTRAL,MINIBOSS,BOOTS,43,10,VANISHING_CURSE,9,0.2093,1,0,1,1
NEUTRAL,MINIBOSS,BOWS,20,7,CRITICAL_STRIKES,1,0.05,2,0.0,2,2
NEUTRAL,MINIBOSS,BOWS,20,7,FIRE_ASPECT,1,0.05,3,0.0,3,3
NEUTRAL,MINIBOSS,BOWS,20,7,FLAME,2,0.1,1.5,0.0,1,2
NEUTRAL,MINIBOSS,BOWS,20,7,FROST_WALKER,1,0.05,1,0.0,1,1
NEUTRAL,MINIBOSS,BOWS,20,7,GRAPPLING_HOOK,2,0.1,1.0,0.0,1,1
NEUTRAL,MINIBOSS,BOWS,20,7,INFINITY,9,0.45,1,0.0,1,1
NEUTRAL,MINIBOSS,BOWS,20,7,KNOCKBACK,1,0.05,2,0.0,2,2
NEUTRAL,MINIBOSS,BOWS,20,7,LIGHTNING,2,0.1,3.0,0.0,1,5
NEUTRAL,MINIBOSS,BOWS,20,7,MENDING,2,0.1,1.0,0.0,1,1
NEUTRAL,MINIBOSS,BOWS,20,7,POWER,19,0.95,5,4.5,1,5
NEUTRAL,MINIBOSS,BOWS,20,7,PUNCH,16,0.8,2.0,2.0,1,2
NEUTRAL,MINIBOSS,BOWS,20,7,SHARPNESS,1,0.05,5,0.0,5,5
NEUTRAL,MINIBOSS,BOWS,20,7,UNBREAKING,11,0.55,3,1.0,1,3
NEUTRAL,MINIBOSS,BOWS,20,7,VANISHING_CURSE,7,0.35,1,0.0,1,1
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,BINDING_CURSE,1,0.0263,1,0.0,1,1
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,BLAST_PROTECTION,4,0.1053,2.5,0.0,1,5
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,EARTHQUAKE,1,0.0263,2,0.0,2,2
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,FIRE_PROTECTION,8,0.2105,4.0,0.0,1,6
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,MENDING,4,0.1053,1.0,0.0,1,1
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,PROJECTILE_PROTECTION,5,0.1316,1,0.0,1,2
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,PROTECTION,30,0.7895,3.0,3.0,2,10
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,THORNS,5,0.1316,3,0.0,1,3
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,UNBREAKING,31,0.8158,3,3.0,1,5
NEUTRAL,MINIBOSS,CHESTPLATES,38,10,VANISHING_CURSE,10,0.2632,1.0,0.0,1,1
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,FIRE_ASPECT,1,0.1429,1,0,1,1
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,FLAME,1,0.1429,2,0,2,2
NEUTRAL,MINIBOSS,CROSSBOWS,7,4,MULTISHOT,3,0.4286,1,0,1,3
